word1,word2,semantic_distance
balett,flaszter,0.9911637306213379
balett,flóbert,0.9473659992218018
balett,fotel,0.8716882467269897
balett,fráter,1.00697660446167
balett,fuser,1.054847240447998
balett,gatyesz,0.9211486577987671
balett,gukker,0.9113337993621826
balett,gólem,0.9394111037254333
balett,hardver,0.9829422831535339
balett,haver,0.9040612578392029
balett,hotel,0.809511661529541
balett,jampec,0.9108023643493652
balett,junker,0.9392756819725037
balett,kadet,0.873218834400177
balett,kampec,1.0631473064422607
balett,karcer,0.9130606651306152
balett,kartell,1.0036290884017944
balett,karter,1.0060501098632812
balett,klapec,0.8948306441307068
balett,klaszter,0.9058668613433838
balett,klozet,0.85475754737854
balett,koffer,0.8874436616897583
balett,kolesz,0.8408564329147339
balett,koncert,0.5899171829223633
balett,konszern,0.9461869597434998
balett,konzerv,0.9001993536949158
balett,kopek,0.9310159087181091
balett,korner,0.9024532437324524
balett,kornett,0.796716570854187
